exp_id,profile_id,title,company,employment_type,location,start_date,end_date,duration,description,raw_text,sort_order
d4b491a3-509a-48e1-ab66-ded3fa5a2c38,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,Department of Clinical Neuroscience EDIA Committee Member,University of Calgary,,"Calgary, Alberta, Canada · Hybrid",Dec 2024,Present,1 yr 6 mos,"• Served as a member of the Equity, Diversity, Inclusion & Accessibility (EDI&A) Committee at the University of Calgary. • Advised on developing guidance for opportunities, enhancing transparency for candidates. • Collaborated to define core EDIA principles, fostering a respectful culture in clinical neuroscience. • Supported the creation of a centralized resource hub for integrating EDIA principles into research practices.","Department of Clinical Neuroscience EDIA Committee Member University of Calgary Dec 2024 - Present · 1 yr 6 mos Calgary, Alberta, Canada · Hybrid • Served as a member of the Equity, Diversity, Inclusion & Accessibility (EDI&A) Committee at the University of Calgary. • Advised on developing guidance for opportunities, enhancing transparency for candidates. • Collaborated to define core EDIA principles, fostering a respectful culture in clinical neuroscience. • Supported the creation of a centrali",1
4f6972b9-1ed6-4c8e-8c8b-5015999d72ab,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,EDIA Committee Faculty Representative,Hotchkiss Brain Institute,Dec 2024 - Present · 1 yr 6 mos,,,,,"• Acted as an advocate for HBI faculty, aligning their interests with inclusive departmental strategies. • Collaborated with leadership to integrate EDIA best practices across the institute. • Provided expertise to ensure strategic alignment with broader institutional goals, fostering a culture of inclusivity.","EDIA Committee Faculty Representative Dec 2024 - Present · 1 yr 6 mos Hybrid • Acted as an advocate for HBI faculty, aligning their interests with inclusive departmental strategies. • Collaborated with leadership to integrate EDIA best practices across the institute. • Provided expertise to ensure strategic alignment with broader institutional goals, fostering a culture of inclusivity. Skills: Advocacy, Leadership, +2 skills",2
2ef6516a-dd3b-4493-aff1-2d59649b2a4f,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,Graduate Researcher,Hotchkiss Brain Institute,Permanent Full-time,,2023,Present,3 yrs 5 mos,• Managed and contributed to multidisciplinary research projects utilizing cutting-edge neurotechnology. • Ensured timely and high-quality project deliverables through rigorous planning and execution. • Collaborated with diverse teams to integrate innovative solutions in neuroscience research.,"Graduate Researcher Permanent Full-time 2023 - Present · 3 yrs 5 mos Calgary, Alberta, Canada • Managed and contributed to multidisciplinary research projects utilizing cutting-edge neurotechnology. • Ensured timely and high-quality project deliverables through rigorous planning and execution. • Collaborated with diverse teams to integrate innovative solutions in neuroscience research. Skills: Project Management, Research",3
7216b3c6-66eb-4631-bfe8-7a47fa789700,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,EDI Subcommittee Member,Hotchkiss Brain Institute,Sep 2023 - Present · 2 yrs 9 mos,,,,Hybrid,"• Coordinated inclusive events such as mentorship programs, Tea Talks, and Journal Club for diverse trainee groups. • Promoted multicultural and neurodivergent support initiatives to foster a respectful and inclusive community. • Collaborated with fellow subcommittee members to enhance engagement and participation in diversity initiatives at Hotchkiss Brain Institute.","EDI Subcommittee Member Sep 2023 - Present · 2 yrs 9 mos Calgary, Alberta, Canada · Hybrid • Coordinated inclusive events such as mentorship programs, Tea Talks, and Journal Club for diverse trainee groups. • Promoted multicultural and neurodivergent support initiatives to foster a respectful and inclusive community. • Collaborated with fellow subcommittee members to enhance engagement and participation in diversity initiatives at Hotchkiss Brain Institute. Skills: Diversity & Inclusion, Event P",4
f0f92100-b9a0-4657-9dad-677f9fac4106,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,Undergraduate Researcher & Project Manager,Hotchkiss Brain Institute,Permanent Part-time,,2022,Aug 2023,1 yr 8 mos,"• Assisted in advanced research projects, focusing on experiment execution and data analysis. • Presented findings that informed lab decisions and encouraged collaborative problem-solving among team members. • Developed critical skills in research methodologies and data interpretation while contributing to a leading neuroscience institute.","Undergraduate Researcher & Project Manager Permanent Part-time 2022 - Aug 2023 · 1 yr 8 mos Calgary, Alberta, Canada • Assisted in advanced research projects, focusing on experiment execution and data analysis. • Presented findings that informed lab decisions and encouraged collaborative problem-solving among team members. • Developed critical skills in research methodologies and data interpretation while contributing to a leading neuroscience institute. Skills: Research, MATLAB, +5 skills",5
97bfae1d-0079-4a98-b0f1-34c0d4b16283,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,Artist,Muse Theory,Freelance,"Calgary, Alberta, Canada",2016,Present,10 yrs 5 mos,"• Collaborated with a creative studio and art collective to merge visual storytelling with community advocacy. • Curated 10+ exhibitions showcasing over 50 original works, raising $10K+ for local nonprofits. • Engaged a diverse audience through narrative-driven art that challenges conventional perspectives. • Exhibited work at notable venues, including: Calgary Public Library — Women’s Health Symposium Glenbow Museum — Sacred Weft Showcase Foothills Medical Centre — Cycles of Renewal Okotoks Art Gallery — Cycles of Renewal","Artist Muse Theory · Freelance 2016 - Present · 10 yrs 5 mos Calgary, Alberta, Canada • Collaborated with a creative studio and art collective to merge visual storytelling with community advocacy. • Curated 10+ exhibitions showcasing over 50 original works, raising $10K+ for local nonprofits. • Engaged a diverse audience through narrative-driven art that challenges conventional perspectives. • Exhibited work at notable venues, including: Calgary Public Library — Women’s Health Symposium Glenbow ",6
73bcca9d-90cf-4cdf-ae49-d10ed0f35cee,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,Co-Founder,Whimsical Artisan,,,2024,Dec 2025,2 yrs,"Start-up Leadership, Start-up Ventures and +3 skills","Co-Founder Whimsical Artisan 2024 - Dec 2025 · 2 yrs • Co-founded Whimsical Artisan, a boutique floral venture focused on connecting people with nature through artful arrangements. • Spearheaded business strategy, overseeing product design and immersive sensory experiences. • Executed successful pop-up markets that enhanced brand visibility and customer engagement. • Achieved over 30% revenue growth by aligning brand storytelling with customer experiences. Start-up Leadership, Start-up Ventures ",7
ff2d8e90-bcef-4198-973b-d8901cdb20e3,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,Founder & Educational Director,Brainwave,,Hybrid,2023,Dec 2025,3 yrs,"• Founded and led an innovative educational platform, Brainwave, focusing on personalized learning through AI-driven tutoring. • Designed AI-integrated learning frameworks for over 10 students, achieving a 40% improvement in academic performance. • Developed and licensed customized curricula for educational institutions, scaling the platform's impact across diverse learning environments. • Successfully sold the company to a for-profit educational organization, expanding its reach across North America.","Founder & Educational Director Brainwave 2023 - Dec 2025 · 3 yrs Hybrid • Founded and led an innovative educational platform, Brainwave, focusing on personalized learning through AI-driven tutoring. • Designed AI-integrated learning frameworks for over 10 students, achieving a 40% improvement in academic performance. • Developed and licensed customized curricula for educational institutions, scaling the platform's impact across diverse learning environments. • Successfully sold the company to a ",8
0dd5254e-3385-4096-9ddb-a2e72056d931,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,Curriculum Developer,Stardale Women's Group,Contract Part-time,,2025,2025,Less than a year,"Curriculum Development, Indigenous Education and +7 skills",Curriculum Developer Stardale Women's Group · Contract Part-time 2025 - 2025 · Less than a year • Co-led the transformation of Indigenous youth mental health programs into a culturally-grounded digital curriculum. • Reviewed over a decade of program content to identify core themes for digital adaptation. • Collaborated with Indigenous youth and community leaders to ensure cultural accuracy and relevance. • Designed four foundational curriculum units rooted in trauma-informed and holistic Indigen,9
00f0436e-0e5f-4134-8c16-6ef7c198d9e9,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,Marathon Team Leader & Fundraiser,City of Calgary,,Greater Calgary Metropolitan Area · On-site,May 2024,Jun 2024,2 mos,"• Co-led a marathon team in Canada’s longest-running event, successfully raising over $1.5K for a youth advocacy centre. • Organized logistics and fundraising initiatives to enhance community awareness and support for youth advocacy. • Collaborated with local stakeholders to foster engagement and participation in the event.","Marathon Team Leader & Fundraiser City of Calgary May 2024 - Jun 2024 · 2 mos Greater Calgary Metropolitan Area · On-site • Co-led a marathon team in Canada’s longest-running event, successfully raising over $1.5K for a youth advocacy centre. • Organized logistics and fundraising initiatives to enhance community awareness and support for youth advocacy. • Collaborated with local stakeholders to foster engagement and participation in the event. Fundraising, Team Leadership and +3 skills",10
8b18ca22-de24-45ab-91d7-a60a81137bac,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,Freelance Artist,Society for Autism Support and Services,Freelance,,Dec 2022,Feb 2023,3 mos,"• Developed original artwork that captured the essence of the Society for Autism Support and Services' mission. • Delivered high-quality pieces within tight deadlines, ensuring stakeholder satisfaction. • Collaborated closely with team members to align artistic vision with organizational values.","Freelance Artist Freelance Dec 2022 - Feb 2023 · 3 mos Greater Calgary Metropolitan Area • Developed original artwork that captured the essence of the Society for Autism Support and Services' mission. • Delivered high-quality pieces within tight deadlines, ensuring stakeholder satisfaction. • Collaborated closely with team members to align artistic vision with organizational values. Skills: Artistic Expression, Creative Concept Design, +2 skills",11
91c70390-a4ce-4c9e-bd96-fea3c344c86a,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,Early Intervention Therapist,Society for Autism Support and Services,Permanent Part-time,,2022,2023,1 yr,"• Delivered direct therapy to preschool-aged children in various settings, including homes and schools. • Conducted multidisciplinary assessments to tailor interventions for each child's unique needs. • Coordinated family-centered interventions to foster development and support families.","Early Intervention Therapist Permanent Part-time 2022 - 2023 · 1 yr Calgary, Alberta, Canada • Delivered direct therapy to preschool-aged children in various settings, including homes and schools. • Conducted multidisciplinary assessments to tailor interventions for each child's unique needs. • Coordinated family-centered interventions to foster development and support families. Skills: Psychological Assessment, Documentation, +5 skills",12
8b4bc120-c69d-4943-8ba1-6f0080f1d303,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,Floor Team Lead,Lush Fresh Handmade Cosmetics North America,2023 - 2023 · Less than a year,,,,,"• Led floor operations at Lush Fresh Handmade Cosmetics, enhancing customer engagement through innovative scent experiences. • Spearheaded events that attracted over 100 customers, generating an average profit of $68 per customer. • Served as the store’s Equity, Diversity & Inclusion (EDI) Representative, promoting a culture of inclusivity.","Floor Team Lead 2023 - 2023 · Less than a year On-site • Led floor operations at Lush Fresh Handmade Cosmetics, enhancing customer engagement through innovative scent experiences. • Spearheaded events that attracted over 100 customers, generating an average profit of $68 per customer. • Served as the store’s Equity, Diversity & Inclusion (EDI) Representative, promoting a culture of inclusivity. Skills: Team Leadership, Event Planning, +1 skill",13
eb4197e1-9cdb-469c-91f1-6237e912ac5a,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,Brand Ambassador,Lush Fresh Handmade Cosmetics North America,Seasonal,,2021,2023,2 yrs,"• Developed and executed engaging initiatives and in-store rituals to enhance customer experiences at LUSH. • Elevated brand visibility through creative storytelling and personal connections, driving customer engagement. • Fostered a welcoming atmosphere that encouraged customers to explore the unique offerings of LUSH Fresh Handmade Cosmetics.","Brand Ambassador Seasonal 2021 - 2023 · 2 yrs • Developed and executed engaging initiatives and in-store rituals to enhance customer experiences at LUSH. • Elevated brand visibility through creative storytelling and personal connections, driving customer engagement. • Fostered a welcoming atmosphere that encouraged customers to explore the unique offerings of LUSH Fresh Handmade Cosmetics. Skills: Branded Content, Event Planning, +5 skills",14
32616d24-a5b3-4bb9-98fd-37be9d29edec,f67d4ef6-7478-48a3-b662-e95c80bb7185,Program Manager,Hotchkiss Brain Institute,Permanent Full-time,"Calgary, Alberta, Canada",Jan 2025,Present,1 yr 5 mos,,"Program Manager Hotchkiss Brain Institute · Permanent Full-time Jan 2025 - Present · 1 yr 5 mos Calgary, Alberta, Canada",0
6f9f3465-89a7-4b06-9477-d84bc609b532,f67d4ef6-7478-48a3-b662-e95c80bb7185,National Program Manager,Canadian Neuromuscular Disease Registry,Nov 2022 - Jan 2025 · 2 yrs 3 mos,,,,,"· Overseeing coordination of work across multiple, complex programs, in alignment with strategic goals across all programs; monitoring project progress and risks. · Team management: directing day-to-day work, leading meetings, interviewing, hiring, and evaluating performance. · Financial management, including developing project budgets, approving expenses, financial oversight and monitoring. · Liaising with stakeholders and funders to build and maintain positive relations and facilitate alignment on project plans and funding agreements. · Developing and implementing processes and metrics to improve operational effectiveness and knowledge management.","National Program Manager Nov 2022 - Jan 2025 · 2 yrs 3 mos Hybrid · Overseeing coordination of work across multiple, complex programs, in alignment with strategic goals across all programs; monitoring project progress and risks. · Team management: directing day-to-day work, leading meetings, interviewing, hiring, and evaluating performance. · Financial management, including developing project budgets, approving expenses, financial oversight and monitoring. · Liaising with stakeholders and funder",1
d5854729-5a12-4248-a09d-ff5f2850b200,f67d4ef6-7478-48a3-b662-e95c80bb7185,Project Coordinator,Canadian Neuromuscular Disease Registry,Apr 2021 - Oct 2022 · 1 yr 7 mos,,,,,,"Project Coordinator Apr 2021 - Oct 2022 · 1 yr 7 mos • Planning & execution of multiple research projects • Day-to-day operational tasks, including: Managing research ethics applications, Creating proposals and reports, Creating & updating databases, Communicating with sponsors and legal representatives, and Tracking and submitting financial requisitions. Skills: Leadership, Atlassian Suite, +1 skill",2
071c573c-997d-4b43-acfb-d5e897bed0bc,f67d4ef6-7478-48a3-b662-e95c80bb7185,Group Fitness Instructor,Motivate Fitness Consulting,Contract Part-time,"Calgary, Alberta, Canada",Sep 2013,Jun 2021,7 yrs 10 mos,• Designed and delivered fun and engaging Boot Camp and weights classes in-person and virtually • Provided individualized modifications and exercise correction for adults of all fitness levels,"Group Fitness Instructor Motivate Fitness Consulting · Contract Part-time Sep 2013 - Jun 2021 · 7 yrs 10 mos Calgary, Alberta, Canada • Designed and delivered fun and engaging Boot Camp and weights classes in-person and virtually • Provided individualized modifications and exercise correction for adults of all fitness levels",3
68d7d1b7-2542-45f4-b8c4-6890d170a56e,f67d4ef6-7478-48a3-b662-e95c80bb7185,Research Study Coordinator,University of Calgary,Permanent Full-time,,Dec 2018,Apr 2021,2 yrs 5 mos,"Brain in Motion (BIM) II Study, Laboratory of Human Cerebrovascular Physiology • Coordinated study team and day-to-day research operations • Managed regular communication with study participants • Organized a multi-site exercise intervention and trained and supervised exercise trainers • Assisted with ethics amendments, meetings, and stakeholder communications","Research Study Coordinator Permanent Full-time Dec 2018 - Apr 2021 · 2 yrs 5 mos Brain in Motion (BIM) II Study, Laboratory of Human Cerebrovascular Physiology • Coordinated study team and day-to-day research operations • Managed regular communication with study participants • Organized a multi-site exercise intervention and trained and supervised exercise trainers • Assisted with ethics amendments, meetings, and stakeholder communications Skills: Leadership, Microsoft Office, +2 skills",4
