keyword_id,profile_id,raw_keyword,source_section,source_weight
3dd04ba9-a30a-445c-b597-122c7bda8ff4,f51d9950-317d-4686-bb1b-d74cfed898dc,I am a Biomedical Engineering PhD candidate at the University of Calgary specializing in machine learning applications for fMRI data analysis,about,0.8
289a3c70-4b6f-4b6f-8ff5-17779f9b22ef,f51d9950-317d-4686-bb1b-d74cfed898dc,My research involves estimating physiological fluctuations such as respiratory and heart rate variability directly from imaging data,about,0.8
7fef165a-a62c-4bf3-8060-3538ae6c9da4,f51d9950-317d-4686-bb1b-d74cfed898dc,leveraging CNNs and large datasets like the Human Connectome Project,about,0.8
e5bf904e-3c69-477a-b897-f6ddb5968104,f51d9950-317d-4686-bb1b-d74cfed898dc,Passionate about innovative solutions in biomedical imaging,about,0.8
8fe98cfd-b84d-4e87-80d6-c5e629550e92,f51d9950-317d-4686-bb1b-d74cfed898dc,I aim to advance non-invasive physiological measurement techniques for both clinical and research applications,about,0.8
32c13b8b-ff3f-450b-a9d6-db4fc56e1cab,f51d9950-317d-4686-bb1b-d74cfed898dc,For a full list of my publications,about,0.8
6f7f5ab6-6018-4401-a76b-d487ab621f98,f51d9950-317d-4686-bb1b-d74cfed898dc,please visit my Google Scholar profile,about,0.8
55780b68-1624-4e4c-82e4-e7db4c59a4c6,f51d9950-317d-4686-bb1b-d74cfed898dc,https,about,0.8
eb5dd0d1-796f-451e-99c8-029ca040501d,f51d9950-317d-4686-bb1b-d74cfed898dc,//scholar,about,0.8
6ae172b7-77a2-4380-b72e-283b12eeb695,f51d9950-317d-4686-bb1b-d74cfed898dc,google,about,0.8
2df21256-1c2e-44ee-9633-a5b2eb1fa866,f51d9950-317d-4686-bb1b-d74cfed898dc,ca/citations,about,0.8
b8a415c2-c76c-4860-b497-5088c12b1650,f51d9950-317d-4686-bb1b-d74cfed898dc,hl=en&user=VQZ39nkAAAAJ,about,0.8
2046c7e5-4a7e-4f98-8713-2f764b152772,f51d9950-317d-4686-bb1b-d74cfed898dc,Machine Learning-based Estimation of Respiratory Fluctuations in a Healthy Adult Population using resting state BOLD fMRI and Head Motion Parameters,publications,0.9
01074441-1845-47c3-b74f-19ef846c82c3,f51d9950-317d-4686-bb1b-d74cfed898dc,Image Translation for Estimating Two‐Dimensional Axial Amyloid‐Beta PET From Structural MRI,publications,0.9
3b3368d0-f20e-4832-83d6-f8d8f4302194,f51d9950-317d-4686-bb1b-d74cfed898dc,Limitations Of the Derived Respiratory Variation Measurements Used in Functional Magnetic Resonance Imaging,publications,0.9
4b121403-7c70-44d2-b3c5-f65168fd954e,f51d9950-317d-4686-bb1b-d74cfed898dc,Direct Machine Learning Reconstruction of Respiratory Variation Waveforms from Resting State fMRI Data in a Pediatric Population,publications,0.9
fb82d798-dcab-4fcb-aa05-13c9a11cca39,f51d9950-317d-4686-bb1b-d74cfed898dc,An intelligent system based on optimized ANFIS and association rules for power transformer fault diagnosis,publications,0.9
1f1f5079-7888-4d86-8e1f-98fb60feea5f,f51d9950-317d-4686-bb1b-d74cfed898dc,Control chart pattern recognition using RBF neural network with new training algorithm and practical features,publications,0.9
57cb59fe-5427-4d1b-bd67-d4e4c51c0150,778f461f-2111-46bb-9a89-f85ae4e0bc64,As a Software Developer & Data Scientist specializing in health tech,about,0.8
03111e33-df23-45f1-bf2c-e029c633f985,778f461f-2111-46bb-9a89-f85ae4e0bc64,I build scalable,about,0.8
91589634-fef6-45ed-ac5f-f69146cc6f4b,778f461f-2111-46bb-9a89-f85ae4e0bc64,production-grade software that seamlessly integrates advanced AI and machine learning capabilities into clinical workflows,about,0.8
4bce9fdf-80e0-4be6-8a24-8bbc95d33eca,778f461f-2111-46bb-9a89-f85ae4e0bc64,Currently developing robust software systems at the University of Calgary,about,0.8
3c7d828b-4d22-4cc5-bec0-daf9cc489978,778f461f-2111-46bb-9a89-f85ae4e0bc64,my expertise lies at the intersection of full-stack software architecture and applied AI,about,0.8
213b5e09-a80c-4482-aa96-919e1ab72d4b,778f461f-2111-46bb-9a89-f85ae4e0bc64,I focus on transforming complex clinical datasets and Electronic Health Records (EHR) into reliable,about,0.8
7d7cb1d3-b0aa-4613-b3a8-b749e0e275b6,778f461f-2111-46bb-9a89-f85ae4e0bc64,high-performance applications that improve patient outcomes,about,0.8
ea2285ce-9b9d-4fe6-bd20-8647fb343693,778f461f-2111-46bb-9a89-f85ae4e0bc64,Key Highlights & Expertise,about,0.8
dd83cf75-6825-48a1-87f0-97a03348ecdf,778f461f-2111-46bb-9a89-f85ae4e0bc64,AI-Applied Software Engineering,about,0.8
22f8ba5d-a665-4539-a0f7-d1b12d17799a,778f461f-2111-46bb-9a89-f85ae4e0bc64,Architected an end-to-end clinical risk prediction application,about,0.8
d628a7e6-4ac5-4abf-b3ec-f925d5180c37,778f461f-2111-46bb-9a89-f85ae4e0bc64,integrating fine-tuned Transformer models (Bio-BERT/ClinicalBERT) via PyTorch directly into secure,about,0.8
f8f4f20b-6c2a-48fd-96c9-b4612a68da58,778f461f-2111-46bb-9a89-f85ae4e0bc64,cloud-native software microservices,about,0.8
6c40c020-adc5-4995-be49-991b91963f8a,778f461f-2111-46bb-9a89-f85ae4e0bc64,Cloud Architecture & MLOps,about,0.8
cb340bb9-11ae-48a5-b8e9-71580f34bcab,778f461f-2111-46bb-9a89-f85ae4e0bc64,Experienced in designing scalable backend infrastructure on AWS (ECS,about,0.8
5fc158e9-008a-4081-b14f-ac35f9cea427,778f461f-2111-46bb-9a89-f85ae4e0bc64,EKS,about,0.8
fd4af40c-1e59-4db2-856a-e71a0872f9d0,778f461f-2111-46bb-9a89-f85ae4e0bc64,SageMaker) using Docker and robust CI/CD pipelines to ensure efficient,about,0.8
f8cafbd2-5e33-4794-b4f0-5e4b4b2e60ad,778f461f-2111-46bb-9a89-f85ae4e0bc64,low-latency model inference in production,about,0.8
ba273e09-8417-4451-a4bd-fac5d81d7951,778f461f-2111-46bb-9a89-f85ae4e0bc64,I hold a Master's in Software Engineering,about,0.8
b3bf9c51-082f-4637-992d-4dec7bf9d5e5,778f461f-2111-46bb-9a89-f85ae4e0bc64,providing me with a deep foundation in algorithm design,about,0.8
9c5c10ce-63ef-49ce-9add-7eef3369ece2,778f461f-2111-46bb-9a89-f85ae4e0bc64,object-oriented programming,about,0.8
591c7000-f1c0-4f9e-932b-70ffd43aa931,778f461f-2111-46bb-9a89-f85ae4e0bc64,and scalable systems,about,0.8
734626d4-5f62-4a10-bfda-91711eeaa62f,778f461f-2111-46bb-9a89-f85ae4e0bc64,I am passionate about modern software craftsmanship,about,0.8
559dc77b-a96a-4263-935a-473600c67184,778f461f-2111-46bb-9a89-f85ae4e0bc64,currently expanding my focus into building robust deployment pipelines for clinical LLMs and implementing Explainable AI (XAI) frameworks within software user interfaces,about,0.8
46393c49-ba36-44d8-9d8a-4b8f6066947f,778f461f-2111-46bb-9a89-f85ae4e0bc64,Always open to connecting with fellow engineers,about,0.8
413d42f2-0f30-4a13-bc52-aaa6d687562a,778f461f-2111-46bb-9a89-f85ae4e0bc64,architects,about,0.8
60831228-71b1-4ca3-8ab2-7d8004e0a64a,778f461f-2111-46bb-9a89-f85ae4e0bc64,and innovators building the future of health tech,about,0.8
fe3d4771-cb0d-47c2-9c43-9609240985cc,dab82746-9cd9-450f-95b5-7798ea6d8adc,Homework Help,skills,1.0
4e63274f-7d7b-476e-abba-0b383d036d7d,dab82746-9cd9-450f-95b5-7798ea6d8adc,One-on-one Instruction,skills,1.0
15c9f337-0671-492b-a542-4e4b6a589e48,dab82746-9cd9-450f-95b5-7798ea6d8adc,Individualized Instruction,skills,1.0
5f63bc93-69f9-4271-b819-c4cc638398da,dab82746-9cd9-450f-95b5-7798ea6d8adc,Autism Spectrum Disorders,skills,1.0
078f502b-e918-4c52-915b-b5fa0d495364,dab82746-9cd9-450f-95b5-7798ea6d8adc,Public Outreach,skills,1.0
9be5ed59-804e-4226-8959-eadc266f6521,dab82746-9cd9-450f-95b5-7798ea6d8adc,Corporate Outreach,skills,1.0
85854c2a-2b9f-4429-ba64-13570b376ed7,dab82746-9cd9-450f-95b5-7798ea6d8adc,Community Outreach,skills,1.0
c1739262-d861-471b-b367-f55325d8dd91,dab82746-9cd9-450f-95b5-7798ea6d8adc,Social Outreach,skills,1.0
2f0fea6e-099e-4a7c-b270-280b3aa48071,dab82746-9cd9-450f-95b5-7798ea6d8adc,Online Content Creation,skills,1.0
7d5e9bb1-b29d-48bf-83ec-3282520d37ac,dab82746-9cd9-450f-95b5-7798ea6d8adc,I am a doctoral student in the Psychedelic and Cannabinoid Therapeutics lab at the University of Calgary,about,0.8
66f50aa0-fed2-42a4-83d4-8a717c200e66,dab82746-9cd9-450f-95b5-7798ea6d8adc,I have a special interest in neuropharmacology and the development of novel therapeutics for psychiatric disorders,about,0.8
f04c4502-a128-4cca-9281-b4c2a1ffd297,dab82746-9cd9-450f-95b5-7798ea6d8adc,My current work largely focuses on the psychophysiological impacts of childhood maltreatment,about,0.8
426bd017-8475-4fa9-b395-042e3bab4ad4,dab82746-9cd9-450f-95b5-7798ea6d8adc,particularly concerning the endocannabinoid system and social information processing,about,0.8
483825ed-45f0-46bf-b61a-7cbe82d7091b,dab82746-9cd9-450f-95b5-7798ea6d8adc,I am eager to connect and collaborate in science,about,0.8
a53616ff-074f-4fc6-a69a-417fe89eef1a,dab82746-9cd9-450f-95b5-7798ea6d8adc,advocacy,about,0.8
d4e72893-c3e2-4463-92b7-30b285fb3ff8,dab82746-9cd9-450f-95b5-7798ea6d8adc,or on the trails 🥾,about,0.8
1c0de890-d244-48f3-9c2e-3243fa5d9940,dab82746-9cd9-450f-95b5-7798ea6d8adc,Individual and additive effects of childhood maltreatment and substance use disorder histories on baseline and stress-induced changes in peripheral stress biomarkers,publications,0.9
ca7d2571-cdcf-44f0-84e0-832e6f07f09d,dab82746-9cd9-450f-95b5-7798ea6d8adc,Endocannabinoids and the neurobiology of emotional states,publications,0.9
e943bad1-95a7-4fc2-a63b-5c7970462b8c,dab82746-9cd9-450f-95b5-7798ea6d8adc,"Endocannabinoids play a crucial role in regulating the stress response, influencing both the initiation and resolution of stress-related processes in the brain. This discovery has been greatly advanced by the development of pharmacological tools, particularly fatty acid amide hydrolase (FAAH) and monoacylglycerol lipase (MAGL) inhibitors, which have been pivotal in uncovering the endocannabinoid (eCB) system's role in stress regulation. The success of these inhibitors in animal models of stress and emotion has led to the development of clinical therapies targeting eCB enzymes. FAAH inhibitors have demonstrated potential for enhancing fear extinction in healthy humans, offering hope for posttraumatic stress disorder (PTSD) treatment, though clinical trials in PTSD have yet to provide clear therapeutic evidence. In social anxiety disorder (SAD), FAAH inhibitors have shown potential for symptom reduction, but further research is needed. These findings emphasize the growing understanding of eCBs in regulating the stress response and the promise of eCB-based therapies for stress-related disorders. … more",publications,0.9
6c2c73a6-82f5-4434-8b52-0649a837916c,dab82746-9cd9-450f-95b5-7798ea6d8adc,Endocannabinoid Contributions to Psychiatric Risk,publications,0.9
1ce0d0c5-961f-4f4b-875c-dfdbadee1e6d,dab82746-9cd9-450f-95b5-7798ea6d8adc,"This chapter examines the role of the endocannabinoid (eCB) system in psychiatric disorders, including anxiety, depression, eating disorders, post-traumatic stress disorder, substance use disorders, autism spectrum disorder, and schizophrenia. We pay specific attention to the eCB system's role in regulating stress, fear, emotional processing, metabolism, and synaptic plasticity. 10.1007/978-3-031-87990-6_15 … more",publications,0.9
b45841cc-ade0-4641-ba7b-a18763722434,dab82746-9cd9-450f-95b5-7798ea6d8adc,"Endocannabinoid contributions to the perception of socially relevant, affective touch in humans",publications,0.9
f051a067-ce5c-46fd-b9c7-2cfc0f6b2063,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,Indigenous Education,skills,1.0
d335d999-8978-460f-ae50-c45b99ac4536,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,Mental Health,skills,1.0
20bee154-2cbc-420f-9a7a-7183cde9c4f9,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,Digital Learning,skills,1.0
6fbcf810-6a46-45e8-b177-127139efb486,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,Traditional Knowledge,skills,1.0
61d98744-b26f-4756-b2dd-f2a08f90e5e0,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,Neurology,skills,1.0
110b65ce-e192-4e09-a0b6-c70fab361a07,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,Public Health,skills,1.0
da41c5c9-9781-4d96-9894-44030f6bfb1a,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,Climate Change Science,skills,1.0
afb7f4f7-4ee3-44b4-a0ba-4c303467dada,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,Climate Change Impacts,skills,1.0
2a05f2b1-a446-4205-bd47-0a2af70eb262,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,Climate Change Risk Analysis,skills,1.0
be909dc9-5f4d-4321-bcb4-b17031c28a3c,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,Health Equity,skills,1.0
d2d0fb27-7d48-4c2b-b2a8-cc23a9f654b4,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,MSc Neuroscience researcher and Co-Executive Director of the Brain Climate Equity Collaborative,about,0.8
bbaf6892-6f6d-4068-ab5e-e597205f54f8,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,working at the intersection of neurological health,about,0.8
9d499116-eb61-4f02-a389-1111f5f6b459,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,climate justice,about,0.8
66d19add-c1db-41e3-ba92-3cebe69082b7,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,and health equity,about,0.8
ed40efc3-f0da-4f1d-9211-90496749fa91,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,My work focuses on translating research into real-world impact,about,0.8
385ae1e4-6f6b-40fc-8d23-075d13ed152d,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,advancing climate-resilient approaches to neurological health,about,0.8
cd342892-d8eb-47e9-8b46-177626900c18,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,and building initiatives that center community and inclusion,about,0.8
59ebd874-144e-43d1-b71b-34700fb64afc,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,"Co-founded and lead Canada's first national organization at the intersection of brain health, climate justice, and health equity. Built from the ground up while completing a graduate degree in neuroscience, Brain-CE Collab now operates a 40+ fellow network, a 10-person expert board, and 15+ active research and advocacy projects spanning local, national, and international partnerships in 45 countries. Responsible for organizational strategy, fundraising, research leadership, partnership development, fellow recruitment and mentorship, and public communications. Our founding article was republished in 17+ outlets. We've secured multiple competitive grants, hosted nationally streamed events, and are conducting research",experience,0.5
fa475f5f-b55b-4412-b35a-59eade5ddbf9,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,"Served as a member of the Equity, Diversity, Inclusion & Accessibility (EDI&A) Committee at the University of Calgary. • Advised on developing guidance for opportunities, enhancing transparency for candidates. • Collaborated to define core EDIA principles, fostering a respectful culture in clinical neuroscience. • Supported the creation of a centralized resource hub for integrating EDIA principles into research practices",experience,0.5
29986e9c-90a8-4579-93a1-03a3739b1571,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,"Acted as an advocate for HBI faculty, aligning their interests with inclusive departmental strategies. • Collaborated with leadership to integrate EDIA best practices across the institute. • Provided expertise to ensure strategic alignment with broader institutional goals, fostering a culture of inclusivity",experience,0.5
3b362a15-7cfd-4cdf-a9c5-ec1dcfd897f0,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,Managed and contributed to multidisciplinary research projects utilizing cutting-edge neurotechnology. • Ensured timely and high-quality project deliverables through rigorous planning and execution. • Collaborated with diverse teams to integrate innovative solutions in neuroscience research,experience,0.5
6ded0375-0599-4ed2-8376-24bbdaefcd82,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,"Coordinated inclusive events such as mentorship programs, Tea Talks, and Journal Club for diverse trainee groups. • Promoted multicultural and neurodivergent support initiatives to foster a respectful and inclusive community. • Collaborated with fellow subcommittee members to enhance engagement and participation in diversity initiatives at Hotchkiss Brain Institute",experience,0.5
aa59ab3c-8ebc-4712-9a62-79390fb06702,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,"Collaborated with a creative studio and art collective to merge visual storytelling with community advocacy. • Curated 10+ exhibitions showcasing over 50 original works, raising $10K+ for local nonprofits. • Engaged a diverse audience through narrative-driven art that challenges conventional perspectives. • Exhibited work at notable venues, including: Calgary Public Library — Women’s Health Symposium Glenbow Museum — Sacred Weft Showcase Foothills Medical Centre — Cycles of Renewal Okotoks Art Gallery — Cycles of Renewal",experience,0.5
c6e3f052-fda5-40e9-9847-d6cacfe247da,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,"Start-up Leadership, Start-up Ventures and +3 skills",experience,0.5
c8e7d820-7a0f-4f7d-8abd-ff222c1d24c0,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,"Founded and led an innovative educational platform, Brainwave, focusing on personalized learning through AI-driven tutoring. • Designed AI-integrated learning frameworks for over 10 students, achieving a 40% improvement in academic performance. • Developed and licensed customized curricula for educational institutions, scaling the platform's impact across diverse learning environments. • Successfully sold the company to a for-profit educational organization, expanding its reach across North America",experience,0.5
80175759-111e-4bd2-8a3d-0b1bc0552ef2,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,"Curriculum Development, Indigenous Education and +7 skills",experience,0.5
3281dea2-492b-47bb-9553-a31bb3a1afd5,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,"Co-led a marathon team in Canada’s longest-running event, successfully raising over $1.5K for a youth advocacy centre. • Organized logistics and fundraising initiatives to enhance community awareness and support for youth advocacy. • Collaborated with local stakeholders to foster engagement and participation in the event",experience,0.5
2087eaac-d2bd-40c1-a97b-9bee5111751a,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,"Developed original artwork that captured the essence of the Society for Autism Support and Services' mission. • Delivered high-quality pieces within tight deadlines, ensuring stakeholder satisfaction. • Collaborated closely with team members to align artistic vision with organizational values",experience,0.5
1d7b3d3a-e444-4fff-8949-7ef859100c8e,0c2aa172-9ee3-4815-a8e8-940f4c2e9e09,"Delivered direct therapy to preschool-aged children in various settings, including homes and schools. • Conducted multidisciplinary assessments to tailor interventions for each child's unique needs. • Coordinated family-centered interventions to foster development and support families",experience,0.5
9aa927c8-50dc-4067-b140-3b5a8425aa6a,f67d4ef6-7478-48a3-b662-e95c80bb7185,Program Management,skills,1.0
fcb29cb0-5bdc-487e-8426-9d0d228e8c77,f67d4ef6-7478-48a3-b662-e95c80bb7185,Stakeholder Management,skills,1.0
59518d0f-f441-446b-b5f2-dfccb91265fb,f67d4ef6-7478-48a3-b662-e95c80bb7185,Atlassian Suite,skills,1.0
a2812307-283c-4516-9d67-a64ba03d7132,f67d4ef6-7478-48a3-b662-e95c80bb7185,Leadership,skills,1.0
58f825b5-4622-494b-9fec-db1bb5059e01,f67d4ef6-7478-48a3-b662-e95c80bb7185,Problem Solving,skills,1.0
431ebb84-a97c-4feb-b240-efd013c80a0e,f67d4ef6-7478-48a3-b662-e95c80bb7185,Managing Meetings,skills,1.0
852e0b00-9a84-4fae-a703-7067b2527ab1,f67d4ef6-7478-48a3-b662-e95c80bb7185,Critical Thinking,skills,1.0
e67cf7d6-f19e-4c46-8c0a-a6d023228f5c,f67d4ef6-7478-48a3-b662-e95c80bb7185,Project Management,skills,1.0
275f528d-fbd9-4320-8119-14c77b093351,f67d4ef6-7478-48a3-b662-e95c80bb7185,Communication,skills,1.0
82a1f79c-f230-469b-90fc-9df0cde16602,f67d4ef6-7478-48a3-b662-e95c80bb7185,I am a Project Management Professional (PMP) who is passionate about applying strategic thinking,about,0.8
b2806c3f-58b7-45b6-b761-ea48948e37c8,f67d4ef6-7478-48a3-b662-e95c80bb7185,creativity,about,0.8
874cd3e7-ad85-4538-9103-7fc202e807e7,f67d4ef6-7478-48a3-b662-e95c80bb7185,and change management concepts to achieve positive impact,about,0.8
60ae2403-8fc2-4747-804e-6401c5fb71e9,f67d4ef6-7478-48a3-b662-e95c80bb7185,I have experience in project and program management,about,0.8
c0130a2d-cf15-4e8b-88a2-12c919b0b8b3,f67d4ef6-7478-48a3-b662-e95c80bb7185,leading a team,about,0.8
0f7af689-8803-4ad1-ad10-647c2065b484,f67d4ef6-7478-48a3-b662-e95c80bb7185,and managing day-to-day operations of multiple,about,0.8
c7363397-3775-4e1b-a7ef-f55a50fd48db,f67d4ef6-7478-48a3-b662-e95c80bb7185,complex projects to align strategic objectives with operational effectiveness,about,0.8
b99f1ba2-3be6-4062-ba9f-e5c2a410cae8,f67d4ef6-7478-48a3-b662-e95c80bb7185,I am continually seeking challenge and growth as a leader in roles where I can translate vision to tangible action and purposeful outcomes,about,0.8
35179918-520a-41ee-9862-6bbcaf8be2f4,f67d4ef6-7478-48a3-b662-e95c80bb7185,Top skills Problem Solving • Interpersonal Skills • Critical Thinking • Leadership • Program Management,about,0.8
248d368c-7b08-446f-8c0f-c0fb21077db3,f67d4ef6-7478-48a3-b662-e95c80bb7185,Chronic glucocorticoid management in neuromuscular disease: A survey of neuromuscular neurologists,publications,0.9
